id,firstname,lastname,faction,position,date, url,speech
"1000238","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Kollegin Klein-Schmeink. – Nächster Redner – jetzt muss ich das richtig aussprechen –: Erich Irlstorfer für die CDU/CSU-Fraktion.\n\n({0})"
"1000240","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Kollege Irlstorfer. – Nächste Rednerin für die SPD-Fraktion: Hilde Mattheis.\n\n({0})"
"1000242","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Hilde Mattheis. – Letzter Redner in dieser Debatte: Erwin Rüddel für die CDU/CSU-Fraktion.\n\n({0})"
"1000244","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Kollege Rüddel. – Damit schließe ich die Aussprache.\n\nWir kommen zur Abstimmung über den Antrag der Fraktion Die Linke auf Drucksache 19/30 mit dem Titel „Wahlkampfversprechen erfüllen – Verbindliche Personalbemessung in den Krankenhäusern durchsetzen“. Die Fraktion Die Linke wünscht Abstimmung in der Sache. Die Fraktionen der CDU/CSU, SPD, AfD, FDP und des Bündnisses 90/Die Grünen wünschen Überweisung an den Hauptausschuss. Dann stimmen wir nach ständiger Übung zuerst über den Antrag auf Ausschussüberweisung ab. Deswegen frage ich: Wer stimmt für die beantragte Überweisung? – Wer stimmt dagegen? –\n\n({0})\n\n– Na ja, das ist eine relative Mehrheit gewesen. – Wer enthält sich? – Damit ist die Überweisung mit Zustimmung von CDU/CSU, SPD, AfD, FDP und Bündnis 90/Die Grünen so beschlossen.\n\nDamit das klar ist: Damit stimmen wir heute über den Antrag der Fraktion Die Linke auf Drucksache 19/30 nicht in der Sache ab."
"1000246","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nRedezeit!"
"1000248","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Oliver Krischer. – Die nächste Rednerin: Dr. Anja Weisgerber für die CDU/CSU-Fraktion.\n\n({0})"
"1000250","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nDenken Sie bitte an die Redezeit."
"1000252","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Frau Dr. Weisgerber. – Die nächste Rednerin: Bundesministerin Barbara Hendricks für die Bundesregierung.\n\n({0})"
"1000254","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Barbara Hendricks. – Das war zwar deutlich zu lang, aber das Lob an Bonn rechne ich jetzt einmal nicht mit, weil das, glaube ich, alle nachvollziehen konnten.\n\nBevor der nächste Redner kommt, wollte ich eigentlich Reinhold Robbe begrüßen. Jetzt ist er weg. Es war aber kein Phantom.\n\nDer nächste Redner hält seine erste Rede im Deutschen Bundestag. Es ist Karsten Hilse für die AfD-Fraktion.\n\n({0})"
"1000256","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nDer nächste Redner in der Debatte – auch er hält seine erste Rede – ist Dr. Lukas Köhler für die FDP-Fraktion.\n\n({0})"
"1000258","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Lukas Köhler. – Nächster Redner – auch er hält seine erste Rede im Bundestag –: Lorenz Gösta Beutin für Die Linke.\n\n({0})"
"1000260","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Lorenz Gösta Beutin. – Nächster Redner: Andreas Jung für die CDU/CSU-Fraktion.\n\n({0})"
"1000262","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, lieber Andreas Jung. – Letzter Redner in der Debatte: Bernd Westphal für die SPD-Fraktion.\n\n({0})"
"1000264","Claudia","Roth","not found","Presidium of Parliament","2017-11-21T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19002.pdf","\n\nVielen Dank, Kollege Westphal. – Damit schließe ich die Debatte.\n\nInterfraktionell wird Überweisung der Vorlage auf Drucksache 19/83 an den Hauptausschuss vorgeschlagen. Sind Sie damit einverstanden? – Das ist der Fall. Dann ist die Überweisung so beschlossen."
"1000481","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Jürgen Trittin. – Guten Morgen, liebe Kolleginnen und Kollegen! Der nächste und letzte Redner in diesem Teil unseres Debattentages ist Dr. Reinhard Brandl für die CDU/CSU-Fraktion.\n\n({0})"
"1000483","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Dr. Brandl. – Damit schließe ich die Debatte.\n\nWir kommen zur Abstimmung über die Beschlussempfehlung des Hauptausschusses zum Antrag der Bundesregierung zur Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte zur Ausbildungsunterstützung der Sicherheitskräfte der Regierung der Region Kurdistan-Irak und der irakischen Streitkräfte. Der Ausschuss empfiehlt in seiner Beschlussempfehlung auf Drucksache 19/178, den Antrag der Bundesregierung auf Drucksache 19/25 anzunehmen.\n\nWie Sie wissen – das sieht man auch daran, dass Sie sich bereits zu den Wahlurnen begeben –, stimmen wir namentlich über die Beschlussempfehlung ab. Ich bitte die Schriftführerinnen und Schriftführer, ihre vorgesehenen Plätze einzunehmen und uns hier oben zu signalisieren, ob sie bereit sind. – Jetzt ist alles klar. Dann gebe ich die Abstimmung frei.\n\nGibt es noch Kolleginnen oder Kollegen, die noch nicht abgestimmt haben? – Keine Reaktion; dann gehe ich davon aus, dass alle Kolleginnen und Kollegen abgestimmt haben. Ich schließe die Abstimmung und bitte die Schriftführerinnen und Schriftführer, mit der Auszählung zu beginnen. Wie immer wird Ihnen das Ergebnis schnellstmöglich bekannt gegeben. Wir sind mitten in einem Abstimmungsvorgang, deswegen bitte ich, die Gespräche einzustellen. Das betrifft auch Sie, Gerd Müller.\n\nWir kommen zur Abstimmung über den Entschließungsantrag der Fraktion Die Linke auf Drucksache 19/223. Wer stimmt für diesen Entschließungsantrag? – Wer stimmt gegen den Entschließungsantrag? – Wer enthält sich? – Zugestimmt hat Die Linke, dagegen waren FDP, CDU/CSU und SPD, Enthaltungen von AfD und Bündnis 90/Die Grünen. Damit ist der Entschließungsantrag abgelehnt."
"1000486","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Henning Otte. – Der nächste Redner hält jetzt seine erste Rede im Deutschen Bundestag: René Springer für die AfD-Fraktion.\n\n({0})"
"1000488","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nNächster Redner in der Debatte: Alexander Graf Lambsdorff für die FDP-Fraktion.\n\n({0})"
"1000490","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank. – Nächster Redner: Tobias Pflüger für Die Linke.\n\n({0})"
"1000492","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nAber abschließend!"
"1000494","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Kollege Pflüger. – Nächster Redner in der Debatte: Dr. Tobias Lindner für Bündnis 90/Die Grünen.\n\n({0})"
"1000496","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDas machen wir jetzt aber nicht mehr."
"1000498","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Tobias Lindner. – Der nächste und letzte Redner in dieser Debatte: Thorsten Frei für die CDU/CSU-Fraktion.\n\n({0})"
"1000500","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Frei, erlauben Sie eine Zwischenfrage oder Zwischenbemerkung eines Kollegen von der AfD? – Entschuldigung, ich kenne Ihre Namen noch nicht alle. Nach Weihnachten ist das vielleicht anders."
"1000502","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nBitte schön."
"1000505","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDenken Sie an Ihre Redezeit."
"1000507","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Kollege Frei. – Ich schließe die Aussprache.\n\nWir kommen zur Abstimmung über die Beschlussempfehlung des Hauptausschusses zum Antrag der Bundesregierung zur Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte am NATO-geführten Einsatz Resolute Support für die Ausbildung, Beratung und Unterstützung der afghanischen nationalen Verteidigungs- und Sicherheitskräfte in Afghanistan. Der Ausschuss empfiehlt in seiner Beschlussempfehlung auf den Drucksachen 19/193 und 19/206, den Antrag der Bundesregierung auf Drucksache 19/21 anzunehmen.\n\nEs liegen uns eine Reihe von Erklärungen zur Abstimmung gemäß § 31 der Geschäftsordnung vor.\n\nWir stimmen jetzt über die Beschlussempfehlung namentlich ab. Ich bitte die Schriftführerinnen und Schriftführer, die vorgesehenen Plätze einzunehmen, damit wir mit der Abstimmung beginnen können. Sind die Plätze an den Urnen besetzt? – Das ist der Fall. Dann eröffne ich jetzt die Abstimmung.\n\nGibt es Kolleginnen und Kollegen, die ihre Stimme noch nicht abgegeben haben? – Das ist nicht der Fall. Dann schließe ich die Abstimmung. Ich bitte die Schriftführerinnen und Schriftführer, mit der Auszählung zu beginnen. Wie immer wird Ihnen das Ergebnis später bekannt gegeben.\n\nIch bitte Sie, Platz zu nehmen, weil wir in einem Abstimmungsvorgang sind.\n\nWir kommen zur Abstimmung über den Entschließungsantrag der Fraktion Die Linke auf Drucksache 19/224. Wer stimmt für diesen Entschließungsantrag? – Wer stimmt gegen den Antrag? – Wer enthält sich? – Der Entschließungsantrag ist abgelehnt. Zugestimmt hat Die Linke, dagegengestimmt haben CDU/CSU, SPD und FDP, enthalten haben sich die AfD und Bündnis 90/Die Grünen."
"1000509","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Kollegin Möller. – Nächster Redner: Jürgen Hardt für die CDU/CSU-Fraktion. – Ich bitte auch die Herren in der ersten Reihe der CDU/CSU-Fraktion, ihren Rednern zuzuhören. Die Herren merken gar nicht, dass ich mit ihnen rede. – Danke, Herr Kauder.\n\nJetzt ist Herr Hardt an der Reihe, und wir hören ihm auch zu."
"1000512","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDanke schön. – Nächster Redner für die FDP-Fraktion: Pascal Kober.\n\n({0})"
"1000514","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDarf ich Sie dennoch an die Redezeit erinnern?"
"1000516","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nIhre Weihnachtswünsche teile ich, lieber Kollege. Wenn aber Redezeiten verabredet sind, bitte ich alle Kolleginnen und Kollegen, sich daran zu halten. Wenn es vorne am Rednerpult blinkt, dann ist das keine Weihnachtsbeleuchtung, sondern bedeutet, dass Sie zum Ende kommen müssen.\n\n({0})\n\nNächste Rednerin: Sevim Dağdelen für Die Linke.\n\n({1})"
"1000518","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nRedezeit."
"1000520","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Frau Kollegin Dağdelen. – Nächste Rednerin: Katja Keul für Bündnis 90/Die Grünen.\n\n({0})"
"1000524","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen herzlichen Dank. – Es tut mir leid. Ich bin eigentlich auch jemand, der immer gern lange redet. Aber wir können ja morgen noch Weihnachtsgeschenke verteilen, was die Redezeit angeht.\n\nLetzter Redner in dieser Debatte: Dr. Andreas Nick für die CDU/CSU-Fraktion.\n\n({0})"
"1000526","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Dr. Nick. – Damit schließe ich die Debatte.\n\nWir kommen zur Abstimmung über die Beschlussempfehlung des Hauptausschusses zum Antrag der Bundesregierung zur Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der Multidimensionalen Integrierten Stabilisierungsmission der Vereinten Nationen in Mali, MINUSMA. Der Ausschuss empfiehlt in seiner Beschlussempfehlung auf Drucksache 19/177, den Antrag der Bundesregierung auf Drucksache 19/24 (neu) anzunehmen. Auch hierüber stimmen wir namentlich ab. Ich bitte die Schriftführerinnen und Schriftführer, ihre Plätze einzunehmen und mir ein körpersprachliches Zeichen zu geben. – Jetzt gibt es eine kleine Strafzahlung: Hinten fehlt zum vierten Mal jemand. – Ich glaube, wir können jetzt beginnen. Dann eröffne ich die Abstimmung.\n\nGibt es noch Kolleginnen und Kollegen, die ihre Stimme noch nicht abgegeben haben? – Ich sehe keine rennenden Menschen mehr. Dann schließe ich jetzt die Abstimmung.\n\nIch darf die Kollegen und Kolleginnen bitten, Platz zu nehmen, weil wir noch in einem Abstimmungsvorgang sind. Herr Hahn und andere: Schön, dass Sie sich gut unterhalten. Ich bitte auch die Kollegen der AfD, Platz zu nehmen, weil wir noch eine Abstimmung haben. – Danke schön.\n\nWir kommen zur Abstimmung über den Entschließungsantrag der Fraktion Die Linke auf Drucksache 19/225. Wer stimmt für diesen Entschließungsantrag? – Wer stimmt dagegen? – Wer enthält sich? – Der Entschließungsantrag ist abgelehnt. Zugestimmt hat Die Linke, abgelehnt haben ihn die FDP, die CDU/CSU, Bündnis 90/Die Grünen und die SPD, enthalten hat sich die AfD."
"1000528","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Heike Hänsel. – Nächster Redner: Jürgen Hardt für die CDU/CSU-Fraktion.\n\n({0})"
"1000531","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Achim Post. – Nächster Redner in der Aktuellen Stunde: Rüdiger Lucassen für die AfD-Fraktion.\n\n({0})"
"1000533","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDenken Sie an Ihre Redezeit, bitte?"
"1000535","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDenken Sie an Ihre Redezeit, sonst ziehe ich Ihrem Kollegen Redezeit ab."
"1000537","Claudia","Roth","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nNächster Redner in der Debatte: Alexander Graf Lambsdorff für die FDP-Fraktion.\n\n({0})"
"1001061","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nAber wirklich kurz!"
"1000883","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nMoment, jetzt ist Dr. Baumann dran."
"1000885","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nJetzt hat Dr. Baumann das Wort."
"1000990","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nMoment! – Sie kommen jetzt bitte zum Ende."
"1000834","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nGuten Tag, liebe Kolleginnen und Kollegen! Darf ich Sie fragen, ob es noch Mitglieder des Hauses gibt, die nicht abgestimmt haben? – Da mir niemand zuhört, kann mir auch niemand diese Frage beantworten. Ich gehe aber davon aus, dass alle die Stimme abgegeben haben.\n\nIch schließe die Abstimmung und bitte die Schriftführerinnen und Schriftführer, mit der Auszählung zu beginnen. Das Ergebnis der namentlichen Abstimmung wird Ihnen später bekannt gegeben.\n\nDarf ich die Kolleginnen und Kollegen bitten, die Plätze einzunehmen, da die Abstimmungen weitergehen? – Das betrifft alle Kolleginnen und Kollegen. Das haben wir gestern schon geübt. Auch hier in der Mitte darf ich Sie bitten, Ihre Gespräche woanders durchzuführen. Ich fange einfach nicht an, wenn Sie sich nicht hinsetzen oder sich woanders weiter unterhalten. – Das betrifft auch die Kolleginnen und Kollegen der SPD.\n\n({0})\n\n– Zuhören, wenn ich etwas sage, Martin.\n\nWir kommen jetzt zur Abstimmung über den Entschließungsantrag der Fraktion Die Linke auf Drucksache 19/237. Ich darf Sie fragen, wer für diesen Entschließungsantrag stimmt. – Wer stimmt gegen diesen Antrag? – Wer enthält sich? – Damit ist der Entschließungsantrag abgelehnt. Zugestimmt hat Die Linke, dagegen waren SPD, Bündnis 90/Die Grünen, CDU/CSU und FDP, und enthalten hat sich die AfD."
"1000837","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nVielen Dank, Elisabeth Motschmann. – Nächster Redner: Gerold Otten für die AfD-Fraktion.\n\n({0})"
"1000839","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nVielen Dank. – Nächster Redner – ich hoffe, ich spreche Ihren Namen richtig aus –: Bijan Djir-Sarai für die FDP-Fraktion.\n\n({0})"
"1000841","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nNa ja, aber ich komme aus Bayern."
"1000843","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nVielen Dank, Herr Kollege Djir-Sarai. – Die nächste Rednerin für die Fraktion Die Linke: Kathrin Vogler.\n\n({0})"
"1000845","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nVielen Dank, Frau Kollegin. – Nächste Rednerin für Bündnis 90/Die Grünen: Agnieszka Brugger.\n\n({0})"
"1000847","Claudia","Roth","not found","Presidium of Parliament","2017-12-13T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19005.pdf","\n\nVielen Dank, Agnieszka Brugger. – Als letzten Redner in dieser Debatte rufe ich Roderich Kiesewetter für die CDU/CSU-Fraktion auf.\n\n({0})\n\nIch bitte die Kolleginnen und Kollegen, auch ihm ihre Aufmerksamkeit zu schenken. – Herr Kiesewetter."
