id,firstname,lastname,faction,position,date, url,speech
"1000322","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nDas Präsidium war langmütig, weil es Ihre erste Rede war, aber es wird sich so nicht wiederholen.\n\nAls Nächster: Herr Roderich Kiesewetter von der CDU/CSU-Fraktion.\n\n({0})"
"1000324","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nVielen Dank. – Als Nächstes für die SPD-Fraktion Frau Gabriela Heinrich.\n\n({0})"
"1000326","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerzlichen Dank. – Als Nächstes: Dr. Johann Wadephul, Schleswig-Holstein, CDU/CSU-Fraktion.\n\n({0})"
"1000328","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nVielen Dank. – Mit dem letzten Wort des Kollegen Dr. Wadepuhl ist die Aktuelle Stunde beendet."
"1000330","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerzlichen Dank. – Liebe Kolleginnen und Kollegen, es gab eine Nachlässigkeit, und ich muss etwas nachholen. Ich habe versäumt, darauf hinzuweisen, dass nach einer interfraktionellen Vereinbarung für diese Aussprache 38 Minuten vorgesehen sind, von denen der Kollege gerade einige verbraucht hat. – Ich höre keinen Widerspruch zu dieser Vereinbarung. Dann ist das so beschlossen.\n\nAls Nächstes für die CDU/CSU der Kollege Stephan Mayer.\n\n({0})"
"1000332","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nVielen Dank. – Als Nächstes hat Dr. Gottfried Curio von der AfD das Wort zu seiner ersten Rede.\n\n({0})"
"1000334","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerr Kollege, kommen Sie bitte zum Schluss."
"1000336","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nLiebe Kolleginnen und Kollegen, manchmal ist das so eine Sache mit der Meinungsfreiheit.\n\nIch rufe jetzt den Kollegen Stephan Thomae von den Freien Demokraten auf.\n\n({0})"
"1000338","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerr Kollege, erlauben Sie mir eine kurze Unterbrechung Ihrer Rede, weil meiner Bitte, im Plenarsaal nicht zu fotografieren, ausgerechnet von zwei Mitgliedern meiner Fraktion nicht entsprochen wurde. Ich weise noch einmal darauf hin, dass das Fotografieren im Plenarsaal nach Beschluss des Präsidiums untersagt ist. Der Nächste, den ich erwische, bekommt einen Ordnungsruf.\n\n({0})"
"1000340","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerzlichen Dank, Herr Kollege Thomae. – Als Nächstes – ich hoffe, dass ich den Namen richtig ausspreche – hat Zaklin Nastic das Wort für die Fraktion Die Linke.\n\n({0})"
"1000342","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nFrau Kollegin Nastic, ohne Ihre Rede bewerten zu wollen, möchte ich darauf hinweisen, dass es Ihre erste in diesem Hohen Hause war.\n\n({0})\n\nAls Nächstes spricht der Kollege Filiz Polat\n\n({1})\n\n– ich bitte vielmals um Entschuldigung –, die Kollegin Filiz Polat von Bündnis 90/Die Grünen.\n\n({2})"
"1000344","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nLiebe Frau Kollegin Filiz Polat, das war Ihre erste Rede im Hohen Haus. Ich beglückwünsche Sie dazu.\n\n({0})\n\nIch habe Ihnen wegen meiner sprachlichen Verirrung eine Minute dazugegeben. – Als Nächstes hat der Kollege Ansgar Heveling von der CDU/CSU das Wort.\n\n({1})"
"1000346","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerr Kollege Heveling, kommen Sie bitte zum Schluss."
"1000348","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerr Kollege Heveling, herzlichen Dank. – Als Nächstes für die SPD-Fraktion Frau Daniela Kolbe.\n\n({0})"
"1000350","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nFrau Kollegin Kolbe, erlauben Sie eine Zwischenfrage aus der AfD-Fraktion?"
"1000353","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerr Kollege, darf ich Sie bitten, Ihre Frage abzuschließen? Es soll kein Redebeitrag werden."
"1000355","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerr Kollege, das war die Frage, ob sie es verstanden hat. Frau Kollegin Kolbe, bitte antworten Sie auf diese Frage. Den Rest ignorieren Sie einfach.\n\n({0})"
"1000357","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nVielen Dank, Frau Kollegin Kolbe. – Ich schließe damit die Aussprache.\n\nInterfraktionell wird Überweisung des Gesetzentwurfs auf Drucksache 19/44 an den Hauptausschuss vorgeschlagen. Gibt es dazu anderweitige Vorschläge?\n\n({0})\n\n– Mitglieder der AfD-Fraktion erbitten Abstimmung. Wer für die Überweisung dieses Gesetzentwurfs ist, den bitte ich um das Handzeichen. – Wer gegen die Überweisung des Gesetzentwurfs ist, den bitte ich um das Handzeichen. – Dann stelle ich fest, dass mit den Stimmen von Linken, Bündnis 90/Die Grünen, SPD, CDU/CSU und Freie Demokraten gegen die Stimmen der AfD und des fraktionslosen Abgeordneten, den ich von hier aus sehe, die Überweisung beschlossen ist."
"1000359","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerr Kollege Dr. Baumann, erlauben Sie eine Zwischenfrage des Kollegen Schinnenburg aus Hamburg?"
"1000361","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nDas kann er nicht. Das entscheidet das Präsidium.\n\n({0})"
"1000363","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nIch gebe Ihnen 20 Sekunden mehr Zeit."
"1000365","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-11-22T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19003.pdf","\n\nHerzlichen Dank. – Als Nächstes: Herr Dr. Stephan Harbarth, CDU/CSU-Fraktion.\n\n({0})"
"1000596","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank. – Liebe Kolleginnen und Kollegen, wie Sie bemerkt haben, hat die Sitzungsleitung gewechselt. Bevor ich den nächsten Redner aufrufe, möchte ich gerne der Kollegin Petra Nicolaisen aus Schleswig-Holstein zu ihrem heutigen Geburtstag herzlich gratulieren.\n\n({0})\n\nAls Nächstes: Thomas Jarzombek, CDU/CSU.\n\n({1})\n\n– Das ist ja schön; der Kollege vor mir hatte den Namen nicht durchgestrichen. Ich bitte vielmals um Entschuldigung. – Als Nächstes: Dr. Jens Zimmermann, SPD.\n\n({2})"
"1000598","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Herr Kollege Zimmermann. – Als letzter Redner in der Debatte: der Kollege Alexander Hoffmann, CDU/CSU.\n\n({0})"
"1000600","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege, erlauben Sie eine Zwischenfrage von Herrn Frohnmaier, AfD?"
"1000604","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank. – Ich schließe damit die Aussprache.\n\nInterfraktionell wird Überweisung der Gesetzentwürfe auf den Drucksachen 19/81 und 19/218 an den Hauptausschuss vorgeschlagen. Gibt es dazu anderweitige Vorschläge? – Das sehe ich nicht. Dann sind die Überweisungen so beschlossen."
"1000615","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank, Frau Kollegin Winkelmeier-Becker.\n\nBevor ich den Kollegen Dr. Fechner aufrufe, möchte ich eine Unzulänglichkeit gestehen. Die überaus effiziente Bundestagsverwaltung hat mich darauf hingewiesen, dass aufgrund eines Präsidiumsbeschlusses aus dem Jahre 1967 nur runde Geburtstage und Geburtstage über 60 aufgerufen werden. Da vier weitere Personen im Hohen Hause Geburtstag haben – drei von der AfD, einer von der FDP –, gratuliere ich den Personen von hier aus recht herzlich persönlich. Ansonsten wird künftig so verfahren, wie 1967 beschlossen.\n\n({0})\n\nHerr Kollege Dr. Fechner, Sie haben für die SPD das Wort.\n\n({1})"
"1000606","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Thomae, erlauben Sie mir kurz eine Intervention. – Ich würde dringend darum bitten, dass die Kolleginnen und Kollegen der CDU/CSU-Fraktion in der ersten und zweiten Reihe die Gespräche einstellen, während der Redner hier vorne redet.\n\n({0})"
"1000608","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Herr Kollege Thomae. – Als Nächstes für die Fraktion der CDU/CSU: die Kollegin Winkelmeier-Becker.\n\n({0})"
"1000610","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nFrau Kollegin, erlauben Sie eine Zwischenfrage aus der FDP-Fraktion?"
"1000612","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nBitte."
"1000617","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank, Herr Kollege Dr. Fechner. – Als Nächster für die AfD mit seiner ersten Rede im Hohen Haus: Kollege Brandner.\n\n({0})"
"1000619","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Brandner, kommen Sie zum Schluss."
"1000621","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Brandner, das ist meine zweite Bitte, zum Schluss zu kommen. Bei der dritten schalte ich das Mikrofon ab."
"1000623","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Brandner, bevor die Standing-Ovations-Aktionen Ihrer Fraktion überhandnehmen, möchte ich darauf hinweisen, dass, solange jemand hier oben sitzt, sie oder er anzureden ist mit „Frau Präsidentin“ oder „Herr Präsident“,\n\n({0})\n\nansonsten gerne mit dem Namen.\n\nAls Nächste die fraktionslose Abgeordnete Frau Dr. Frauke Petry mit ihrer ersten Rede im Deutschen Bundestag.\n\n({1})"
"1000625","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Frau Dr. Petry. – Als Nächster für die Fraktion Die Linke der Kollege Movassat.\n\n({0})"
"1000627","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank. – Jetzt spricht für Bündnis 90/Die Grünen Dr. Konstantin von Notz.\n\n({0})"
"1000629","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nMoin: Das sagt man im Norden so, zu jeder Tageszeit."
"1000631","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Herr Dr. von Notz. – Ich darf hier leider nichts sagen.\n\n({0})\n\nAls Nächstes der Kollege Dr. Volker Ullrich von der CDU/CSU-Fraktion.\n\n({1})"
"1000633","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank. – Der Kollege Höferlin möchte gerne zu einer Kurzintervention das Wort. Ich erteile ihm das Wort."
"1000635","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Dr. Ullrich, Sie haben das Recht zur Erwiderung."
"1000637","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nAls letzte Rednerin zu diesem Tagesordnungspunkt hat die Kollegin Saskia Esken für die SPD das Wort.\n\n({0})"
"1000639","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDarf ich Sie bitten, zum Schluss zu kommen, Frau Kollegin?"
"1000641","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDarf ich Sie bitten, zum Schluss zu kommen?"
"1000643","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nMeine Bitte, jetzt zum Schluss zu kommen, wiederhole ich, Frau Kollegin."
"1000645","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nNein, das meine ich jetzt wirklich ernst. Kommen Sie zum Schluss. Sie sind eine Minute über Ihre Redezeit."
"1000647","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nFrau Kollegin, auch der Kollege Fechner war über seine Redezeit; aber lassen wir es einmal dabei bewenden.\n\nIch schließe damit die Aussprache.\n\nInterfraktionell wird die Überweisung des Gesetzentwurfs auf Drucksache 19/204 an den Hauptausschuss vorgeschlagen. Gibt es dazu anderweitige Vorschläge? – Das erkenne ich nicht. Dann ist die Überweisung so beschlossen."
"1000649","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Herr Kollege Dr. Bartsch. – Als Nächstes der Kollege Dr. Carsten Linnemann für die CDU/CSU-Fraktion.\n\n({0})"
"1000651","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Linnemann, jetzt haben Sie eine Zwischenfrage des Kollegen Ernst verpasst.\n\n({0})\n\n– Sie können jederzeit eine Kurzintervention machen, wenn Sie das möchten. – Dann machen Sie es.\n\n({1})"
"1000653","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Linnemann, wollen Sie antworten? – Dann haben Sie jetzt Gelegenheit dazu."
"1000655","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank. – Als Nächster in der Debatte hat das Wort der Kollege Bernd Rützel für die Sozialdemokratische Partei Deutschlands.\n\n({0})"
"1000657","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank. – Als Nächster erhält für die Fraktion der AfD der Kollege Steffen Kotré das Wort zu seiner ersten Rede.\n\n({0})"
"1000659","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nKommen Sie zum Schluss, Herr Kollege."
"1000661","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nAls Nächstes für die Fraktion der Freien Demokraten der Kollege Michael Theurer, ebenfalls mit seiner ersten Rede in diesem Hohen Hause.\n\n({0})"
"1000663","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Theurer, erlauben Sie eine Zwischenfrage vonseiten der AfD?"
"1000665","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nDie Frage war an Sie gerichtet, ob Sie das erlauben."
"1000669","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Theurer, ich gehe davon aus, dass Sie jetzt zum Schluss kommen. Sonst muss ich Sie bitten, zum Schluss zu kommen."
"1000671","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank. – Als Nächstes für Bündnis 90/Die Grünen: die Kollegin Katharina Dröge.\n\n({0})"
"1000673","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nKommen Sie zum Schluss, Frau Kollegin."
"1000675","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nIch bedanke mich herzlich. – Als Nächster der Kollege Dr. Albert Weiler, CDU/CSU-Fraktion.\n\n({0})"
"1000677","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Herr Kollege Weiler. Dafür ist es vielleicht noch ein bisschen früh. – Als Nächstes kommt der Kollege Michael Gerdes für die SPD.\n\n({0})"
"1000679","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank. – Als letzter Redner: Kollege Peter Weiß von der CDU/CSU-Fraktion.\n\n({0})"
"1000681","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank, Herr Kollege Weiß. – Ich schließe die Aussprache.\n\nInterfraktionell wird Überweisung des Gesetzentwurfs auf Drucksache 19/217 an den Hauptausschuss vorgeschlagen. Gibt es dazu anderweitige Vorschläge? – Das ist erkennbar nicht der Fall. Dann ist die Überweisung so beschlossen."
"1000683","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank, Herr Kollege Ebner. – Als Nächstes für die CDU/CSU-Fraktion der Kollege Hermann Färber.\n\n({0})"
"1000685","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Färber, erlauben Sie eine Zwischenfrage der Kollegin Künast?"
"1000687","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nOkay."
"1000689","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerzlichen Dank, Herr Kollege Färber. – Die Kollegin Künast bittet um eine Kurzintervention, die ihr gewährt werden soll."
"1000691","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege Färber, Sie haben die Möglichkeit, zu antworten."
"1000693","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank. – Als Nächster für die Sozialdemokraten der Kollege Dr. Karl Lauterbach.\n\n({0})"
"1000695","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nVielen Dank. – Als Nächster für die Fraktion der AfD Stephan Protschka. Es ist seine erste Rede im Hohen Hause.\n\n({0})"
"1000697","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege, erlauben Sie eine Zwischenfrage der Kollegin Künast? – Bitte, Frau Künast."
"1000700","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nWenn ich es richtig gehört habe, haben Sie „scheißegal“ gesagt. Das ist ein nichtparlamentarischer Ausdruck, jedenfalls zu Zeiten, wo die Kinder noch fernsehen.\n\n({0})"
"1000702","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Kollege, erlauben Sie eine Zwischenfrage der Kollegin Göring-Eckardt? – Frau Göring-Eckardt hat das Wort zu einer Zwischenfrage."
"1000705","Wolfgang","Kubicki","not found","Presidium of Parliament","2017-12-12T00:00:00.000Z","https://dip21.bundestag.de/dip21/btp/19/19004.pdf","\n\nHerr Protschka, kommen Sie zum Schluss, bitte."
